Supplemental Table 2. Data included in the meta-analysis examining the effects of pH on fertilization rate.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
phylum,paper_link,study,taxonomic_group,common_name,latin_name,p_h_experimental,p_h_control,p_co2_experimental,p_co2_control,ave_fert_percent_p_h,error_percent_p_h,error_statistic,number_trials_p_h,number_individuals_eggs_trial,incubation_time,sperm_per_m_l,sperm_egg_ratio,number_females,number_males,secondary_stressor,what_is_2nd_stressor,sec_stressor_treatment,details,ave_fert_proport
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,long-spined sea urchin,Diadema africanum,7.7,8,NA,NA,4.6,0.7,SD,3,NA,210,NA,1500,5,4,yes,Elevated Temperature,25,% fertilization (mean) is estimated from figure,0.046
Echinoderm,https://doi.org/10.1016/j.marenvres.2018.04.0111,"Garcia, 2018",urchin,long-spined sea urchin,Diadema africanum,7.4,8,NA,NA,0.5,0.3,SD,3,NA,210,NA,1500,5,4,yes,Elevated Temperature,25,% fertilization (mean) is estimated from figure,0.005
Mollusc,https://doi.org/10.1007/s11802-019-3942-2,"Sui, 2019",clam,Chinese venus,Cyclina sinensis,8.2,8.2,368,368,56.5,5.2,SD,3,NA,120,NA,10,NA,NA,no,NA,NA,% fertilization (mean) is estimated from figure,0.565
Mollusc,https://doi.org/10.1007/s11802-019-3942-2,"Sui, 2019",clam,Chinese venus,Cyclina sinensis,7.8,8.2,872,368,53.5,2.3,SD,3,NA,120,NA,10,NA,NA,no,NA,NA,% fertilization (mean) is estimated from figure,0.535
Mollusc,https://doi.org/10.1007/s11802-019-3942-2,"Sui, 2019",clam,Chinese venus,Cyclina sinensis,7.4,8.2,2631,368,53.2,2.6,SD,3,NA,120,NA,10,NA,NA,no,NA,NA,% fertilization (mean) is estimated from figure,0.532
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.008,"Gianguzza, 2014",urchin,black sea urchin,Arbacia lixula,8.2,8.2,NA,NA,85.7,5.4,SE,6,NA,240,3000,2000,6,6,no,Elevated Temperature,20degC,% fertilization (mean) is estimated from figure,0.857
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.008,"Gianguzza, 2014",urchin,black sea urchin,Arbacia lixula,7.9,8.2,NA,NA,86.1,8.7,SE,6,NA,240,3000,2000,6,6,no,Elevated Temperature,20degC,% fertilization (mean) is estimated from figure,0.861
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.008,"Gianguzza, 2014",urchin,black sea urchin,Arbacia lixula,8.2,8.2,NA,NA,64.8,21.3,SE,6,NA,240,3000,2000,6,6,yes,Elevated Temperature,24degC,% fertilization (mean) is estimated from figure,0.648
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.008,"Gianguzza, 2014",urchin,black sea urchin,Arbacia lixula,7.9,8.2,NA,NA,70.9,7,SE,6,NA,240,3000,2000,6,6,yes,Elevated Temperature,24degC,% fertilization (mean) is estimated from figure,0.709
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.008,"Gianguzza, 2014",urchin,black sea urchin,Arbacia lixula,8.2,8.2,NA,NA,52.9,22.8,SE,6,NA,240,3000,2000,6,6,yes,Elevated Temperature,26degC,% fertilization (mean) is estimated from figure,0.529
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.008,"Gianguzza, 2014",urchin,black sea urchin,Arbacia lixula,7.9,8.2,NA,NA,55.9,19.8,SE,6,NA,240,3000,2000,6,6,yes,Elevated Temperature,26degC,% fertilization (mean) is estimated from figure,0.559
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.008,"Gianguzza, 2014",urchin,black sea urchin,Arbacia lixula,8.2,8.2,NA,NA,1.8,2.1,SE,6,NA,240,3000,2000,6,6,yes,Elevated Temperature,27degC,% fertilization (mean) is estimated from figure,0.018
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.008,"Gianguzza, 2014",urchin,black sea urchin,Arbacia lixula,7.9,8.2,NA,NA,0,0,SE,6,NA,240,3000,2000,6,6,yes,Elevated Temperature,27degC,% fertilization (mean) is estimated from figure,0
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,86.7,2,SE,6,50,1200,NA,NA,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.867
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,85.9,1.2,SE,6,50,1200,NA,750,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.859
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,89.4,1.6,SE,6,50,1200,NA,250,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.894
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,84.3,2.1,SE,6,50,1200,NA,50,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.843
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,62.8,1.4,SE,6,50,1200,NA,5,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.628
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,88.7,3,SE,6,50,1200,NA,NA,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.887
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,84.5,3.4,SE,6,50,1200,NA,750,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.845
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,87.2,2.2,SE,6,50,1200,NA,250,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.872
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,82.9,2.9,SE,6,50,1200,NA,50,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.829
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,55.2,6.9,SE,6,50,1200,NA,5,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.552
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,88.9,4.3,SE,6,50,1200,NA,NA,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.889
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,83.6,2.2,SE,6,50,1200,NA,750,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.836
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,86.6,2.8,SE,6,50,1200,NA,250,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.866
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,84.5,3.3,SE,6,50,1200,NA,50,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.845
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,58.4,7.2,SE,6,50,1200,NA,5,NA,NA,no,Elevated Temperature,1degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.584
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,89.7,3.44,SE,6,50,1200,NA,NA,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.897
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,85.3,1.93,SE,6,50,1200,NA,750,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.853
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,91.1,1.51,SE,6,50,1200,NA,250,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.911
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,88.3,2.48,SE,6,50,1200,NA,50,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.883
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,46.4,2.34,SE,6,50,1200,NA,5,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.464
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,87.7,4.26,SE,6,50,1200,NA,NA,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.877
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,82.2,3.85,SE,6,50,1200,NA,750,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.822
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,87.5,2.89,SE,6,50,1200,NA,250,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.875
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,85.2,2.89,SE,6,50,1200,NA,50,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.852
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,51.9,2.06,SE,6,50,1200,NA,5,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.519
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,86.6,3.85,SE,6,50,1200,NA,NA,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.866
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,82.8,4.4,SE,6,50,1200,NA,750,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.828
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,87.7,2.75,SE,6,50,1200,NA,250,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.877
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,83.8,2.89,SE,6,50,1200,NA,50,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.838
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,42.5,3.71,SE,6,50,1200,NA,5,NA,NA,yes,Elevated Temperature,3degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.425
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,88.4,3.59,SE,6,50,1200,NA,NA,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.884
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,85.2,3.59,SE,6,50,1200,NA,750,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.852
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,91.3,1.38,SE,6,50,1200,NA,250,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.913
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,87.6,2.07,SE,6,50,1200,NA,50,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.876
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,8,8,NA,NA,72.8,2.21,SE,6,50,1200,NA,5,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.728
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,95.3,0.41,SE,6,50,1200,NA,NA,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.953
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,89.8,2.35,SE,6,50,1200,NA,750,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.898
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,89.5,1.93,SE,6,50,1200,NA,250,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.895
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,86.9,4.42,SE,6,50,1200,NA,50,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.869
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.8,8,NA,NA,69.9,7.45,SE,6,50,1200,NA,5,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.699
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,94.3,1.52,SE,6,50,1200,NA,NA,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.943
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,88.2,1.93,SE,6,50,1200,NA,750,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.882
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,88.8,3.31,SE,6,50,1200,NA,250,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.888
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,89.9,3.73,SE,6,50,1200,NA,50,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.899
Echinoderm,https://doi.org/10.1016/j.marenvres.2013.07.007,"Ho, 2013",urchin,Antarctic sea urchin,Sterechinus neumayeri,7.6,8,NA,NA,71.8,3.17,SE,6,50,1200,NA,5,NA,NA,yes,Elevated Temperature,5degC,% fertilization (mean) is estimated from figure; eggs pre-acclimated for 15 minutes,0.718
Echinoderm,https://doi.org/10.1111/gcb.12530,"Kamya, 2014",sea star,Crown-of-Thorns Starfish,Acanthaster planci,8.1,8.1,NA,NA,92.5,2.67,SE,10,100,120,NA,50,2,3,no,Elevated Temperature,26degC,% fertilization (mean) is estimated from figure,0.925
Echinoderm,https://doi.org/10.1111/gcb.12530,"Kamya, 2014",sea star,Crown-of-Thorns Starfish,Acanthaster planci,7.8,8.1,NA,NA,93.2,2.26,SE,10,100,120,NA,50,2,3,no,Elevated Temperature,26degC,% fertilization (mean) is estimated from figure,0.932
Echinoderm,https://doi.org/10.1111/gcb.12530,"Kamya, 2014",sea star,Crown-of-Thorns Starfish,Acanthaster planci,7.6,8.1,NA,NA,84.5,6.51,SE,10,100,120,NA,50,2,3,no,Elevated Temperature,26degC,% fertilization (mean) is estimated from figure,0.845
Echinoderm,https://doi.org/10.1111/gcb.12530,"Kamya, 2014",sea star,Crown-of-Thorns Starfish,Acanthaster planci,8.1,8.1,NA,NA,92.9,1.3,SE,10,100,120,NA,50,2,3,yes,Elevated Temperature,28degC,% fertilization (mean) is estimated from figure,0.929
Echinoderm,https://doi.org/10.1111/gcb.12530,"Kamya, 2014",sea star,Crown-of-Thorns Starfish,Acanthaster planci,7.8,8.1,NA,NA,91.9,2.81,SE,10,100,120,NA,50,2,3,yes,Elevated Temperature,28degC,% fertilization (mean) is estimated from figure,0.919
Echinoderm,https://doi.org/10.1111/gcb.12530,"Kamya, 2014",sea star,Crown-of-Thorns Starfish,Acanthaster planci,7.6,8.1,NA,NA,85.9,3.56,SE,10,100,120,NA,50,2,3,yes,Elevated Temperature,28degC,% fertilization (mean) is estimated from figure,0.859
Echinoderm,https://doi.org/10.1111/gcb.12530,"Kamya, 2014",sea star,Crown-of-Thorns Starfish,Acanthaster planci,8.1,8.1,NA,NA,89.1,2.81,SE,10,100,120,NA,50,2,3,yes,Elevated Temperature,30degC,% fertilization (mean) is estimated from figure,0.891
Echinoderm,https://doi.org/10.1111/gcb.12530,"Kamya, 2014",sea star,Crown-of-Thorns Starfish,Acanthaster planci,7.8,8.1,NA,NA,87.5,2.4,SE,10,100,120,NA,50,2,3,yes,Elevated Temperature,30degC,% fertilization (mean) is estimated from figure,0.875
Echinoderm,https://doi.org/10.1111/gcb.12530,"Kamya, 2014",sea star,Crown-of-Thorns Starfish,Acanthaster planci,7.6,8.1,NA,NA,76.5,5.14,SE,10,100,120,NA,50,2,3,yes,Elevated Temperature,30degC,% fertilization (mean) is estimated from figure,0.765
Echinoderm,https://doi.org/10.1016/j.marpolbul.2019.02.018,"Lenz, 2019",urchin,green sea urchin,Lytechinus variegatus,8.1,8.1,NA,NA,88.4,1.4,SD,3,NA,60,NA,1847,9,9,no,Elevated Temperature,28degC,Experiment 1,0.884
Echinoderm,https://doi.org/10.1016/j.marpolbul.2019.02.018,"Lenz, 2019",urchin,green sea urchin,Lytechinus variegatus,7.8,8.1,NA,NA,88.4,1.4,SD,3,NA,60,NA,1847,9,9,no,Elevated Temperature,28degC,Experiment 1,0.884
Echinoderm,https://doi.org/10.1016/j.marpolbul.2019.02.018,"Lenz, 2019",urchin,green sea urchin,Lytechinus variegatus,8.1,8.1,NA,NA,72.4,5.5,SD,3,NA,60,NA,1847,9,9,yes,Elevated Temperature,31degC,Experiment 1,0.724
Echinoderm,https://doi.org/10.1016/j.marpolbul.2019.02.018,"Lenz, 2019",urchin,green sea urchin,Lytechinus variegatus,7.8,8.1,NA,NA,81.5,1.7,SD,3,NA,60,NA,1847,9,9,yes,Elevated Temperature,31degC,Experiment 1,0.815
Echinoderm,https://doi.org/10.1016/j.marpolbul.2019.02.018,"Lenz, 2019",urchin,green sea urchin,Lytechinus variegatus,8.1,8.1,NA,NA,97.8,0.3,SD,3,NA,60,NA,7896,9,13,no,Elevated Temperature,28degC,Experiment 2,0.978
Echinoderm,https://doi.org/10.1016/j.marpolbul.2019.02.018,"Lenz, 2019",urchin,green sea urchin,Lytechinus variegatus,7.8,8.1,NA,NA,95.4,1.7,SD,3,NA,60,NA,7896,9,13,no,Elevated Temperature,28degC,Experiment 2,0.954
Echinoderm,https://doi.org/10.1016/j.marpolbul.2019.02.018,"Lenz, 2019",urchin,green sea urchin,Lytechinus variegatus,8.1,8.1,NA,NA,97.9,0.7,SD,3,NA,60,NA,7896,9,13,yes,Elevated Temperature,31degC,Experiment 2,0.979
Echinoderm,https://doi.org/10.1016/j.marpolbul.2019.02.018,"Lenz, 2019",urchin,green sea urchin,Lytechinus variegatus,7.8,8.1,NA,NA,97,1.8,SD,3,NA,60,NA,7896,9,13,yes,Elevated Temperature,31degC,Experiment 2,0.97
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,8.1,8.1,NA,NA,98,2.87,SE,4,50,30,3000,100,3,3,no,Elevated Temperature,14degC,% fertilization (mean) is estimated from figure; Test organisms from New Zealand,0.98
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,8.1,8.1,NA,NA,97.5,1.8,SE,4,50,30,3000,100,3,3,yes,Elevated Temperature,17degC,% fertilization (mean) is estimated from figure; Test organisms from New Zealand,0.975
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7.8,8.1,NA,NA,95.6,3.2,SE,4,50,30,3000,100,3,3,no,Elevated Temperature,14degC,% fertilization (mean) is estimated from figure; Test organisms from New Zealand,0.956
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7.8,8.1,NA,NA,96.9,4.92,SE,4,50,30,3000,100,3,3,yes,Elevated Temperature,17degC,% fertilization (mean) is estimated from figure; Test organisms from New Zealand,0.969
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7.6,8.1,NA,NA,78,7.3,SE,4,50,30,3000,100,3,3,no,Elevated Temperature,14degC,% fertilization (mean) is estimated from figure; Test organisms from New Zealand,0.78
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7.6,8.1,NA,NA,85.7,5.91,SE,4,50,30,3000,100,3,3,yes,Elevated Temperature,17degC,% fertilization (mean) is estimated from figure; Test organisms from New Zealand,0.857
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7,8.1,NA,NA,21.9,4.43,SE,4,50,30,3000,100,3,3,no,Elevated Temperature,14degC,% fertilization (mean) is estimated from figure; Test organisms from New Zealand,0.219
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7,8.1,NA,NA,26.9,6.07,SE,4,50,30,3000,100,3,3,yes,Elevated Temperature,17degC,% fertilization (mean) is estimated from figure; Test organisms from New Zealand,0.269
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,8.1,8.1,NA,NA,82.3,2.45,SE,4,50,30,3000,100,3,3,no,Elevated Temperature,21degC,% fertilization (mean) is estimated from figure; Test organisms from Australia,0.823
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,8.1,8.1,NA,NA,90.1,4.9,SE,4,50,30,3000,100,3,3,yes,Elevated Temperature,24degC,% fertilization (mean) is estimated from figure; Test organisms from Australia,0.901
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7.8,8.1,NA,NA,79.9,3.88,SE,4,50,30,3000,100,3,3,no,Elevated Temperature,21degC,% fertilization (mean) is estimated from figure; Test organisms from Australia,0.799
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7.8,8.1,NA,NA,80.5,4.29,SE,4,50,30,3000,100,3,3,yes,Elevated Temperature,24degC,% fertilization (mean) is estimated from figure; Test organisms from Australia,0.805
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7.6,8.1,NA,NA,67.8,4.9,SE,4,50,30,3000,100,3,3,no,Elevated Temperature,21degC,% fertilization (mean) is estimated from figure; Test organisms from Australia,0.678
Echinoderm,https://doi.org/10.1007/s00227-013-2318-1,"Pecorino, 2014",urchin,sea urchin,Centrostephanus rodgersii,7.6,8.1,NA,NA,68.4,5.71,SE,4,50,30,3000,100,3,3,yes,Elevated Temperature,24degC,% fertilization (mean) is estimated from figure; Test organisms from Australia,0.684
